id	text	polarity
1280	bir şarkının tek bir sözünü hatırlamayıp yine de o şarkıdan ve operatörden nefret edilir mi evet kubat ve turkcell den bahsediyorum ıykk	negative
1281	dıt dıt dırıt tıd.. nefret geldi artık Turkcell !! unut bu melodiyi artık unut unut	negative
1282	0 facebook kapanıyo sms 14 tl smsi olmayanlar facebooktan mesaj atamıcağı için sms yapmak zorunda olduğumuzu düşünmüştür kesin o.ç türksel	negative
1283	önce ttnet sonra Turkcell sinirden kafayı yedirttiniz be bana	negative
1284	Superonline sayesinde rakip firmanın hızlı internet reklamını kesintisiz şekilde izledim. Rakip firmayla kesin izleyemezdim.	positive
1285	Lanet olası turkcell 2gün faturayı geç ödesek ölecek hemen kapat hattı aramalara allahım ya :	negative
1286	eger sansın varsa superonline fiber optik, yoksa zaten diğer hepsi aynı	positive
1287	hayat paylaşınca güzel la la la la la la.	positive
1288	bu turkcell odenmemis faturaniz var smslerini erol koseye yazdiriyor herhalde FULL CAPS LOCK acik. ama bisey isteyince mulayim ve kucuk harf	negative
1289	niye sadece 6 ay  faturali hat kullananlara iphone 4s kampanyasi yapiyosunuz? Bugune bugun daha eksiye dusmedim, istisna istiyorum	negative
1290	00:00'da mesaj mı atılır lan? amına koyim turkcell!	negative
1291	"""Sana"" yag gibi olmus; - bana bir vinn versene. - tabi avea vinn mi olsun, voda mi? :) turkcell den sasilmaz.."	positive
1292	Bilmediğim acayip turkcell numarası;şu kontorsuz ve dar zamanlarımda mesajlarınla bana destek olduğun ve yalnız bırakmadığın için teşkürler.	positive
1293	Burdan yetkılılere seslenıorm :  se se !!! Sattıgınız blackberryı turkcel desteklıo dıosunuz turkcell en merkezı yerde cekmıo? Ne ayaksınız	negative
1294	Bihter'cim bu Cumartesi parandan kesicem haberin olsun. Zira sana attığım SMS'in haddi hesabı yok. Turkcell bu ay beni öpecek. :)	negative
1295	hayat paylaşınca güzel	positive
1296	Türkcell'den olay gibi bir kampanya.  Hattınızı bize geçiriyorsunuz bizde sizeeeee :D:D:D:D:D:D:D:D:D:D:D:D:D:D	negative
1297	Hadi Yine süpersiniz, iyi sıyırdınız. Iphone 4s olayından	positive
1298	profesyoneller kulubune girin ama ne bi bilgilendirme gelsin, ne sifre gelsin. Prof olduk sozde. Hani sifrem?? Neyden yararlancam?	negative
1299	sikayetvar.com sitesine ayrıca şikayetinizi yapın site artık firmalarla çalışıyor ayrıca Turkcell bu sitenin şikayetini ayrıca	negative
1300	cok kizdimm cokkkk	negative
1301	sinemaya, cok para gitmesin diye gnctrkcll le gidip 8 tl verirken, filmden once abur cubura 13 tl veren bi ciftiz bence.	positive
1302	sadece doğduğun gün doğum günü kutlamak çok saçma bence. her gün kutlanabilir. hoşuma da gider hani. türksel kötü oldu.	negative
1303	bu turkcell kadar kazık atabilen  bir hat yok.	negative
1304	#superonline fiber internet 'in Adil Kullanım haksızlığına sessiz kalmayın. Emsal karar çıktı:   RT!	negative
1305	Dusunuyorum dusunuyorum Turkcell'in faturami neden bu saatte yolladigina anlam veremiyorum...	negative
1306	:))) :((( hayat paylaşınca güzel mutlu olmak varken niye bizler kıymetini bilmeyiz	positive
1307	pahalısı pahalısı kaliteliymiş:) harika reklam bayılıyorum :)) pahalı olsun turkcell olsun :)	positive
1308	Allah belani versin , bikmadin mi durduk yere surekli para almaktan ?!	negative
1309	135 gündür hattıma tl yüklemyiormuşum. Ben fakirim Turkcell affet.	negative
1310	İnovasyonda büyük ödül Turkcell'in!	positive
1311	küçük pakete üye olup gold paket parası ödemek acaba nedir nedir iyice öztürkcelleşmişsiniz maaşallah	negative
1312	Avea ne lan kenkzz? Rus karısı ismi falan mı? Ccc Turkcell 3g internet hızı siker amk ccc	positive
1313	Bu twitten sonra hiç dönmeyecekler ama dönmesinler,Turkcell'e aylar oldu başvuralı,hiç başvurmayanı Turkcell'e aldılar,bana hala dönmediler!	negative
1314	Bravo   12. Katta bile cekmiyosun ya, pessss	negative
1315	Bu Turkcell yedekleme programı kesinlikle bozuk	negative
1316	#keske TURKCELL 2 ve 3 Gb internet paketlerini de hizmete sunsa da bende limitimi doldurdugum ve EKNET de alamadigim icin magdur olmasam!!!	negative
1317	avea bile acikladi herturlu fiyat.  ve #vodafone dan tik yok	negative
1318	aynen :) kos bi turkcell al hemen:)	positive
1319	Kamil koç un Turkcell kornası güzel olmuş :)	positive
1320	Kanyon Turkcell derki Turkcell müşteri hizmetleri yetkili değil. Onlar size soylemiş olabilir ama gecersiz !	negative
1321	hemde çok severek. Ağzından,burnundan tükürükler çıkan bir avukat ile birlikte. ee nede olsa hayat paylaşınca güzel !!	negative
1322	Ne derlerse desinler Turkcell hala en yogun gsm operatoru... Ne zaman gelsem dolu	negative
1323	iyi ki iPad 2'yi turkcell'den almışım. cam gibi lig tv her yerde :) teşekkürler	positive
1324	 Superonline beni sinir ettin  aynen yaa deli oldum :s	negative
1325	hayat paylaşınca güzel...türkcell...	positive
1326	turkcelde bir hizmet daha ucretle sessz sedasiz bulusms oldu 7565 telesekreter aman Dkt	negative
1327	beni şaşırttınız. bunca yıldır turkcell kullanıyorum bu kadar hızlı bir geri dönüş almamıştım. teşekkürler.	positive
1328	"Ben subtta iphne alcm ""trkcel"" :)"	positive
1329	HAYAT PAYLAŞINCA GÜZEL AMA SİZ HAKLI OLDUĞUM HALDE HATTIMI KAPATTINIZ HAYATI PAYLAŞAMIYORUM SAYENİZDE	negative
1330	evet turkcell ile denedim bir sıkıntı çıkmadı , jb siz avea için herhangi bir çözüm varmı ? #avea #aveadestek	positive
1331	o degilde Turkcell nasil sayfasini yurt disindakilere kilitlemis ona yaniyorum ;(	negative
1332	türksel adamın kıralı ya	positive
1333	Coco Cola,Turkcell,Vestel reklamda onculer ...	positive
1334	Bir gün turkcell şöyle bir msj atıcak; o kadar msj attım neden cevap vermiyorsun.!	negative
1335	Dolmabahce tunelindeki 3G sorununa cozum lutfen  #turkcell	negative
1336	sanırım haklısın turkcell harbiden hayat paylaşınca güzel valla bak :)	positive
1337	adil kullanim hakki denen zimbirti ile 12 mbit baglanti 128K'ya dusuyorsa ben burda adillik degil adilik ararim turkcell	negative
1338	Biri adsl icin ozel kufurler ariyorum ve tabiki iyi ki varsin turkcell	positive
1339	BUYUK FIRSAT ve RUMARAli turkcell mesajlari bi daha gelirse turkcelli terkediyorum. Geri mesaj bile atmaya calistim düs yakamdan tcell diye	negative
1340	Turksel amca yapmiyo artik sana oyle kiyaaklar kankı	negative
1341	birde birşey soracağım bu durum doğru ise vadofone ve turkcell yalan reklamdan halkı kandırmıyor mu? tüketici hakkımız yok mu=	negative
1342	hahaha turkcell beni seviyo :)	positive
1343	allah belanızı versin.ulan acil işim olsa kanser edersiniz adamı ben ses tanıma kaydı yapmak zorundamıyım kardeşim.	negative
1344	10 senedir turkcell iletisim merkezlernde muhattap oldgm butun erkek temsilciler  APTAL !!!	negative
1345	walla hiç durma bence turkcell de :D	negative
1346	internet ve telefonda superonline 'a transfer oldum.20 mgpt sınırsız  internet 44 tl telefon vergiler dahil 7,5 kr sabit ücret yok	positive
1347	Turkcell yerine ben mesaj atıcaktım ama fazla ilgiden soğursun dıye atmadım.	negative
1348	hatların da sürekli kesilmesi Tcell göçügu mü yoksa iPhone kazığı mı onu daha çözemedim! Ama kabus bağlantılar!!	negative
1349	#turkcell den tiksiniyorum 3G fln hak getire artik.. Reklam kampanyalariyla insan etkilemeye calismaktan bska bi ise yaradiklari yok!!biktik	negative
1350	Sayın Süreyya Ciliv'in teşekkür konuşmasındaki mesajı netti; 'Siz değerli öğrenciler içinizdeki potansiyeli keşfedin ve kendinize güvenin!'	positive
1351	Paylaşmak güzeldir diyen Turkcell'e söylüyorum;senin hoşuna gidebilir ama her ay eşimin seninle maaşını paylaşması bana hiçte güzel gelmiyor	negative
1352	yeni laptop ile superonline bağlanınca görecem seni :D	positive
1353	#PazarlamaKonferansi Turkcell Akademi'ye cok tesekkurler!	positive
1354	turkcell partileri herzaman mukemmeldir :) istanbul'da da bizi costurdun ;)	positive
1355	teşekkür ederim selocan:))	positive
1356	turkcell bana mesaj atti cunku seni aldatiyorr :D	negative
1357	Sahsen hayat paylasinca guzel falan degil yani turkcell buyuk bi hata yapiyoo mesela ben cikolatami paylasinca 1689 kat daha kotu oluyorum	negative
1358	3 aydır turkcell den arıyolar inadına açmıyorum,yok sesli mesaj falan bırakmalar yemezler öyle kolay kolay.	negative
1359	gerçekten cok tsk ederim 2 gündür hattımı kullanamadıgım için,sistemlerinizin.neyse kötü oldugunu söyliyim yeter	negative
1360	Bir e-posta ayari yapamayan Turkcell'in ben ......	negative
1361	Bu salak blackberry paketi neden güncellemiyor he?? Turkcell de güncellemiyor	negative
1362	Nihayet temiz ve akıcı bir canlı yayın izleyebiliyoruz. Tebrikler...	positive
1363	snn icin gnctrkcll hat alicam ahahaha huzurumsun muah!	positive
1364	turkcelli kiniyorum Ipad icin yapmis oldugunuz kampanyanin sadece faturali hatlar icin gecerli olmasi kadar sacma bi durum olamaz!	negative
1365	o zaman neymiş, hayat paylaşınca güzel lallalalllala, paylaşıp çoğalınca güzel lalalallalalala.	positive
1366	Ankara Kocatepe'de çalışıyorum. Kızılaya 500metre. Fakat altyapı nedeniyle fiber internet kullanamıyoruz.	negative
1367	Turkcell Hizmet ekibi ne kadar yavaş çalışıyor öyle..	negative
1368	hayat yeni yıl mutlulugunu paylaşınca güzellll :)))	positive
1369	soz verdigi gibi aradi, gorustuk. Tesekkurler  Umarim en kisa zamanda cozume kavusur sorunumuz	positive
1370	ben 3,5G hızındayım ve çok memnunum. Teşekkürler Turkcell :))	positive
1371	bir sure once ben de ayni durumdaydim amac nedir bilniyorum:( sonra kesildi aramalar...	negative
1372	Merhaba.  sizden cevaplayip 1'e bastiginiz her ödemeli arama için 29krş ücret aldigini biliyor muydunuz? Artik biliyorsunuz.	negative
1373	internet hızım neden 8m degil ? su hızı arttırın yoksa superonline alıcam	positive
1374	Coca Cola ve Turkcell reklamları sayesinde herkes Fenafillah olucak :D	negative
1375	"3G sinyalim sürekli Edge'e düşerken,  Turkcell internet keyfimi ""kesintisiz"" sürdürebilmem için aboneliğimi yenilediklerine dair mesaj attı."	negative
1376	Doğum günümü kutlayan Turkcell, Miles&amp;Smiles ve hatta Greenpeace'e bile teşekkür ediyorum, birtanesiniz :)	positive
1377	Yarında Perşembeeee..oohhhhh çok şükür.. [gnctrkcll]	positive
1378	İphone 4S Türkiyede:  İphoneun yeni modeli İphone 4S, Turkcell tarafından satışa sunulacak.	positive
1379	Iade odemelerinizi persembe gunleri yapiyorsunuz tamam odeyin de... Kacinci persembe oldu? Kayit tutun lutfen  #superonline	negative
1380	"""TESEKKURLER""   ;)"	positive
1381	gördüğüm en adi şerefsiz kurumsunuz	negative
1382	kazanmayalim diye yapilan, bitmesine ramak kala duyurulan kampanya. Herseyi sms atarken, buna dair sifir sms	negative
1383	"#hayattansogutanseyler ""Dur bir mesaj ataLim sevgiLisinden zannetsin."" diye mesaj atan turkcell"	negative
1384	Merhaba,ben sevgilinizden mesaj beklerken gelen Turkcell mesaji,bana ettiginiz kufurleri biliyorum...	negative
1385	çünkü bende maalesef 11 yıl o kazıkçı operatörde(turkcell)kaldım ordan biliyorum:)	negative
1386	merhabalar Kayseri pınarbaşı ilçesinde yaklaşık 3 saattir servis yok	negative
1387	eleştirenlere inat, turkcell ile savaşınızdaki gelişmeleri tweetlemenizi bekleyenler var :)	negative
1388	Belki bana Turkcell mesaj atmıştır. İşte hat var tel yok :)	negative
1389	Iyi gunler derken turkcell ? Uykumdan uyandirmak zorundamisiinnn	negative
1390	yazık ya :D ama bence turkcell mobil ödemeyle yemek siparis et :D	positive
1391	öğrencilere ayak uydurmak amacıyla mesaj atarak iletişime geçen sayın hocam ama siz turkcell değilsniz üzgünüm.	positive
1392	turkcell in sundugu bir hizmet, ancak karekter hata sorunu vardi umarim duzeltmislerdir.	negative
1393	vodafonedan aveaya gectim ailecek perisan olduk turkcell bile sizden daha insaflı.	positive
1394	firma ciddiyetine inandığım türkcell maalesef 3 aydır öyle problemler yaşattıki,ve maalesef tek muhatabınız müşteri hizmetleri	negative
1395	Lan turkcell hic 20 liran var mi diye sormuyosun ama 20 tlni 100 tl yapalim mi demeyi biliyosun !	negative
1396	bugün gds sınavı var.evet var ve ben daha yeni çalısmaya basladım. Hayat paylasınca güzel	positive
1397	Özümle 47dk 13 snye konuştuk turkcell bize dua ediyodur şimdi :D	negative
1398	Bi turksel bi de dijiturkten cektigim kadaaar ....... :	negative
1399	Keşke olsaydım ama önemli de bir işim vardı. Turkcell borcum başıma iş açtı onunla uğraştım,icra micra.	negative
1400	Ne yapsam istek gecersizdir diyo Twitter, Sokucam once twitter a sonra Turkcell e	negative
1401	Dur bi mesaj atalım sevgilisinden zannetsin.  -Turkcell.	negative
1402	, en doğru kararı vermiş olursun, turkcell ve superonlineden uzak durun. Soyup sovana çeviriyorlar. Ben kurtuldum dstm	negative
1403	Turkcell ile yollarımızı ayırdık.Turkcell e hayatta başarılar. Hayatı paylaşmama izin vermediler. Bende yolları ayırdım.	negative
1404	Ahh be canım ben senin superonline alacağını bilseydim kesin sana engel olurdum o adil kullanım koşulları yüzünden kardeşim	negative
1405	O kadar operator degistirdim turkcell kadar kazik atanini gormedim arkadas smsim bitmemis smsin btti diyip hattimdan 12tl yi de aldi esekler	negative
1406	4S'in taahütsüz satışı var mı acaba? varsa fiyatı nedir? 3GS'i de sizden taahütsüz aldım.2buçuk senedir memnuniyetle kullanıyorum.	positive
1407	Sevgili Turkcell dandik operatörler metroda çekiyor, Turkcell neden çekmiyor :(	negative
1408	sesim kısıldıı içn Turkcell beni sesimden tanıyamadı waaow, demek ki gerçekten güwenli de ben işimi nası halletcem?	negative
1409	Hayat paylaşınca Güzel:)	positive
1410	İyi olmuş.. Yalaka Acun'a da kıl oluyordum.. Batsın, sürünsün.. Turkcell'e fatura olarak ödediğimiz paraları cebe o indiriyormuş.. Şerefsiz!	negative
1411	Dur bi mesaj atalımda sevgilisinden zannetsin.  -Turkcell :D:D  &gt;&gt;RİHLE&lt;&lt;	negative
1412	Ole bi insan olacaksin ki tcell gbi kaliteli vodafone gbi her yerde cekmeyen avea gbi her gun yeni musteri kazanan .. GNAYDIN 	positive
1413	superonline tabii kii!	positive
1414	bıde turkcell cekmıo derler dımı sed (:	positive
1415	gel vodofona :)  bugüne kadar türksel beni yolmuş ta yolmuş. böyle arayan soran da yok	negative
1416	bugün perşembe turkcell sinema günleri ....	positive
1417	onu beğendik de bide ,twitter paketi bekliyoruz Turkcell den...sınırsız twit	positive
1418	#2011 de Turkcell'de kalmaya devam ettim mesela..	positive
1419	"""Pahali olunca kaliteli oluyormus"" diyor uyduruk bir operator. Ben de parasi neyse veririm, her yerde ceker, konusurum"" diyorum."	positive
1420	Dur bir mesaj atayımda sevdiğinden geldi zannetsin -Turkcell	negative
1421	3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarı 5 gündür edge. Turkcell bile çekiyor yahu :) help..	positive
1422	Kanka ben Vodafone a geçicem Turkcell cok kazık gel beraber geceliim :)	negative
1423	Evde telefonum çekmediğini anlatmak için mail attım. aradık sizi ulaşamadık diye cevap geldi:)	negative
1424	he valla gectim. Niye ki lan? Turkcell iyi ya, avea apaci isi artik	positive
1425	Konserden sonra Turkcell'in sayfasında direk Bitti Rüya çalması Turkcell'in ve hayatın bize anca rüyanızda görürsünüz deme tarzıdır.	negative
1426	"Küçük kardeşim geldi ""Oyundayım Ayten"" dedi bana. Oğlum 3 yaşındasın yaşına göre davran :) Turkcell reklamı hastası nolcak:)"	positive
1427	"""Hayat paylaşınca güzel"" Tabi."	positive
1428	Saygideger tcell, hem data hem ses hattimi kapamis?! Hayrolsun!..	negative
1429	bugün tam 23 kez arayan superonline  derdin ne anlayabilsem	negative
1430	#Superonline2011'de güzel şeyler; ''Hedefimiz temel ihtiyaç olan fiber internetin, su ve elektrik gibi evlere kadar ulaşması.''	positive
1431	Ohaaa bedava dk kazandim la.Canim Turkcell.(Biri bu ani not etsin,bir daha bunu ayik kafayla demem) Onumuzdeki 4 Cumartesi 60 dk'm olacak ^^	positive
1432	I Phone / Turkcell Müzik application.. Mutlaka deneyin...	positive
1433	beni bir sen anladın sende yanlış anladın be turkcell her gün aynı mesajı yollaman için mi ben o kampanyaya üye oldum.	negative
1434	#gelecektekisevgiliyenot ; Şuan bu yazıyı okudugunu biliyorum hatta telefonda mesajlaşıyoruz çok güzel hayat paylasınca güzel lalala lalala	positive
1435	Mesaj beklediğinde sürekli telefon titriyor gibi hissedersin. Ve sonunda titrer 1 Yeni Mesaj: Banka/Turkcell #BuBoyledir	negative
1436	Mutlulugu baskalarinda aradim bulamadim sonunda yine sana geldim Turkcell'cim,anladim senden baskasi yalanmis..	positive
1437	Of internet paketi icin turkcellin sitesine girdim 2 dk bile sürmedi 10 tl mi aldi pic, oc, mal turkcell!	negative
1438	İnternetime yaklaşık 2 haftadır dümdüz sövüyorum hemde öyle böyle değil,sanırım artık SuperOnline zamanı geldi.. Üzgünüm UyduNet	positive
1439	Kubatin sesiyle katkida bulundugu igrenc turkcell reklami kaldrilsin .	negative
1440	Afedersin de turkcell cok kazik :D	negative
